Region,Year,League,Wins,Losses,Playoffs
Region_20,2003,League_4,12,46,False
Region_20,2004,League_1,45,94,True
Region_20,2004,League_2,34,12,False
Region_20,2004,League_3,5,79,False
Region_20,2004,League_4,81,54,True
Region_20,2005,League_1,68,20,True
Region_20,2005,League_2,46,65,True
Region_20,2005,League_3,24,53,True
Region_20,2005,League_4,65,26,True
Region_20,2006,League_1,9,37,True
Region_20,2006,League_2,55,89,True
Region_20,2006,League_3,29,57,True
Region_20,2006,League_4,4,61,True
Region_20,2007,League_1,32,45,True
Region_20,2007,League_2,64,88,False
Region_20,2007,League_3,17,10,False
Region_20,2007,League_4,95,71,True
Region_20,2008,League_1,48,7,False
Region_20,2008,League_2,10,96,False
Region_20,2008,League_3,84,70,False
Region_20,2008,League_4,25,63,False
Region_20,2009,League_1,62,20,False
Region_20,2009,League_2,88,71,False
Region_20,2009,League_3,85,62,True
Region_20,2009,League_4,58,84,True
Region_21,2000,League_1,26,63,False
Region_21,2000,League_2,48,19,False
Region_21,2000,League_3,76,7,True
Region_21,2000,League_4,32,57,False
Region_21,2001,League_1,97,45,False
Region_21,2001,League_2,98,30,False
Region_21,2001,League_3,0,92,False
Region_21,2001,League_4,20,8,False
Region_21,2002,League_1,54,14,True
Region_21,2002,League_2,5,93,True
Region_21,2002,League_3,91,25,False
Region_21,2002,League_4,80,9,True
Region_21,2003,League_1,68,28,False
Region_21,2003,League_2,94,79,False
Region_21,2003,League_3,4,35,False
Region_21,2003,League_4,2,83,False
Region_21,2004,League_1,52,36,False
Region_21,2004,League_2,22,85,False
Region_21,2004,League_3,52,70,False
Region_21,2004,League_4,36,22,False
Region_21,2005,League_1,73,40,False
Region_21,2005,League_2,73,92,True
Region_21,2005,League_3,82,79,False
Region_21,2005,League_4,16,27,True
Region_21,2006,League_1,84,47,True
Region_21,2006,League_2,77,37,False
Region_21,2006,League_3,72,30,True
Region_21,2006,League_4,0,13,False
Region_21,2007,League_1,50,96,False
Region_21,2007,League_2,44,72,False
Region_21,2007,League_3,76,90,False
Region_21,2007,League_4,3,87,True
Region_21,2008,League_1,61,76,True
Region_21,2008,League_2,64,89,False
Region_21,2008,League_3,31,28,True
Region_21,2008,League_4,33,50,True
Region_21,2009,League_1,91,48,True
Region_21,2009,League_2,94,42,False
Region_21,2009,League_3,71,91,True
Region_21,2009,League_4,38,91,True
Region_22,2000,League_1,25,71,True
Region_22,2000,League_2,33,86,False
Region_22,2000,League_3,53,92,True
Region_22,2000,League_4,2,4,True
Region_22,2001,League_1,49,41,False
Region_22,2001,League_2,11,6,True
Region_22,2001,League_3,64,41,False
Region_22,2001,League_4,53,35,False
Region_22,2002,League_1,4,26,False
Region_22,2002,League_2,93,57,False
Region_22,2002,League_3,93,45,False
Region_22,2002,League_4,56,65,False
Region_22,2003,League_1,16,24,True
Region_22,2003,League_2,46,72,False
Region_22,2003,League_3,22,26,True
Region_22,2003,League_4,78,0,True
Region_22,2004,League_1,84,86,False
Region_22,2004,League_2,13,73,True
Region_22,2004,League_3,65,41,True
Region_22,2004,League_4,74,51,True
Region_22,2005,League_1,50,24,False
Region_22,2005,League_2,37,53,True
Region_22,2005,League_3,63,66,True
Region_22,2005,League_4,97,5,False
Region_22,2006,League_1,37,57,True
Region_22,2006,League_2,49,69,True
Region_22,2006,League_3,97,52,True
Region_22,2006,League_4,81,65,False
Region_22,2007,League_1,29,57,True
Region_22,2007,League_2,78,81,True
Region_22,2007,League_3,90,86,False
Region_22,2007,League_4,50,1,False
Region_22,2008,League_1,62,75,False
Region_22,2008,League_2,97,21,True
Region_22,2008,League_3,51,36,False
Region_22,2008,League_4,37,19,False
Region_22,2009,League_1,96,23,False
Region_22,2009,League_2,87,83,True
Region_22,2009,League_3,78,64,False
Region_22,2009,League_4,29,64,False
Region_23,2000,League_1,50,80,False
Region_23,2000,League_2,80,0,False
Region_23,2000,League_3,4,93,False
Region_23,2000,League_4,28,2,True
Region_23,2001,League_1,3,45,True
Region_23,2001,League_2,9,54,False
Region_23,2001,League_3,55,74,False
Region_23,2001,League_4,16,87,False
Region_23,2002,League_1,73,85,True
Region_23,2002,League_2,16,63,True
Region_23,2002,League_3,83,44,True
Region_23,2002,League_4,87,25,True
Region_23,2003,League_1,68,76,False
Region_23,2003,League_2,33,64,False
Region_23,2003,League_3,5,23,False
Region_23,2003,League_4,52,73,False
Region_23,2004,League_1,65,34,True
Region_23,2004,League_2,76,23,False
Region_23,2004,League_3,42,27,True
Region_23,2004,League_4,74,99,True
Region_23,2005,League_1,22,79,False
Region_23,2005,League_2,54,15,True
Region_23,2005,League_3,79,58,True
Region_23,2005,League_4,94,80,False
Region_23,2006,League_1,74,53,True
Region_23,2006,League_2,15,78,True
Region_23,2006,League_3,7,15,False
Region_23,2006,League_4,3,14,True
Region_23,2007,League_1,3,97,True
Region_23,2007,League_2,55,10,False
Region_23,2007,League_3,24,64,True
Region_23,2007,League_4,66,78,False
Region_23,2008,League_1,95,89,True
Region_23,2008,League_2,66,67,True
Region_23,2008,League_3,26,42,False
Region_23,2008,League_4,92,68,False
Region_23,2009,League_1,31,98,True
Region_23,2009,League_2,49,12,False
Region_23,2009,League_3,60,9,True
Region_23,2009,League_4,50,74,False
Region_24,2000,League_1,18,81,True
Region_24,2000,League_2,20,97,True
Region_24,2000,League_3,4,40,True
Region_24,2000,League_4,81,49,True
Region_24,2001,League_1,91,86,True
Region_24,2001,League_2,41,70,False
Region_24,2001,League_3,60,58,False
Region_24,2001,League_4,21,38,True
Region_24,2002,League_1,20,2,True
Region_24,2002,League_2,69,75,False
Region_24,2002,League_3,0,6,False
Region_24,2002,League_4,4,48,False
Region_24,2003,League_1,11,25,False
Region_24,2003,League_2,89,32,False
Region_24,2003,League_3,45,47,True
Region_24,2003,League_4,33,78,True
Region_24,2004,League_1,48,1,False
Region_24,2004,League_2,77,70,False
Region_24,2004,League_3,89,31,False
Region_24,2004,League_4,44,3,False
Region_24,2005,League_1,26,19,False
Region_24,2005,League_2,72,35,False
Region_24,2005,League_3,25,31,False
Region_24,2005,League_4,46,27,False
Region_24,2006,League_1,85,76,False
Region_24,2006,League_2,55,0,True
Region_24,2006,League_3,93,59,False
Region_24,2006,League_4,62,55,False
Region_24,2007,League_1,47,34,True
Region_24,2007,League_2,60,29,True
Region_24,2007,League_3,80,53,True
Region_24,2007,League_4,25,35,False
Region_24,2008,League_1,35,54,False
Region_24,2008,League_2,0,88,False
Region_24,2008,League_3,7,79,False
Region_24,2008,League_4,98,57,True
Region_24,2009,League_1,51,82,False
Region_24,2009,League_2,78,64,False
Region_24,2009,League_3,46,68,True
Region_24,2009,League_4,55,50,False
Region_25,2000,League_1,85,21,False
Region_25,2000,League_2,13,87,False
Region_25,2000,League_3,89,52,False
Region_25,2000,League_4,27,99,True
Region_25,2001,League_1,86,35,True
Region_25,2001,League_2,77,67,True
Region_25,2001,League_3,87,35,True
Region_25,2001,League_4,1,51,False
Region_25,2002,League_1,25,52,False
Region_25,2002,League_2,13,81,False
Region_25,2002,League_3,58,49,True
Region_25,2002,League_4,55,79,True
Region_25,2003,League_1,6,40,True
Region_25,2003,League_2,2,17,False
Region_25,2003,League_3,22,21,False
Region_25,2003,League_4,17,65,True
Region_25,2004,League_1,37,20,True
Region_25,2004,League_2,98,99,False
Region_25,2004,League_3,14,43,False
Region_25,2004,League_4,63,46,False
Region_25,2005,League_1,88,38,True
Region_25,2005,League_2,27,28,True
Region_25,2005,League_3,73,53,True
Region_25,2005,League_4,38,89,True
Region_25,2006,League_1,56,84,False
Region_25,2006,League_2,16,16,False
Region_25,2006,League_3,85,79,False
Region_25,2006,League_4,89,59,True
Region_25,2007,League_1,43,30,False
Region_25,2007,League_2,24,72,False
Region_25,2007,League_3,16,94,False
Region_25,2007,League_4,12,77,False
Region_25,2008,League_1,83,48,False
Region_25,2008,League_2,24,1,True
Region_25,2008,League_3,67,47,False
Region_25,2008,League_4,9,13,False
Region_25,2009,League_1,66,58,True
Region_25,2009,League_2,17,96,True
Region_25,2009,League_3,99,98,False
Region_25,2009,League_4,85,57,False
Region_26,2000,League_1,33,57,False
Region_26,2000,League_2,7,50,False
Region_26,2000,League_3,39,83,True
Region_26,2000,League_4,82,1,False
Region_26,2001,League_1,41,40,True
Region_26,2001,League_2,40,82,False
Region_26,2001,League_3,5,81,False
Region_26,2001,League_4,51,15,False
Region_26,2002,League_1,25,3,True
Region_26,2002,League_2,63,11,False
Region_26,2002,League_3,97,28,False
Region_26,2002,League_4,58,6,True
Region_26,2003,League_1,55,13,False
Region_26,2003,League_2,58,11,True
Region_26,2003,League_3,69,98,False
Region_26,2003,League_4,32,4,True
Region_26,2004,League_1,52,80,True
Region_26,2004,League_2,21,31,True
Region_26,2004,League_3,20,73,False
Region_26,2004,League_4,69,42,True
Region_26,2005,League_1,69,80,True
Region_26,2005,League_2,3,68,False
Region_26,2005,League_3,93,44,True
Region_26,2005,League_4,74,8,False
Region_26,2006,League_1,61,48,False
Region_26,2006,League_2,61,32,True
Region_26,2006,League_3,93,99,True
Region_26,2006,League_4,94,99,False
Region_26,2007,League_1,23,17,True
Region_26,2007,League_2,54,8,True
Region_26,2007,League_3,8,61,True
Region_26,2007,League_4,2,56,True
Region_26,2008,League_1,30,28,False
Region_26,2008,League_2,39,77,False
Region_26,2008,League_3,35,24,True
Region_26,2008,League_4,23,14,False
Region_26,2009,League_1,94,5,True
Region_26,2009,League_2,5,41,True
Region_26,2009,League_3,65,28,True
Region_26,2009,League_4,83,78,True
Region_27,2000,League_1,91,92,False
Region_27,2000,League_2,74,3,True
Region_27,2000,League_3,3,81,False
Region_27,2000,League_4,78,56,True
Region_27,2001,League_1,5,48,False
Region_27,2001,League_2,93,43,False
Region_27,2001,League_3,50,79,False
Region_27,2001,League_4,61,74,False
Region_27,2002,League_1,56,13,True
Region_27,2002,League_2,65,2,False
Region_27,2002,League_3,78,61,True
Region_27,2002,League_4,74,63,False
Region_27,2003,League_1,7,44,False
Region_27,2003,League_2,25,81,False
Region_27,2003,League_3,50,57,True
Region_27,2003,League_4,44,19,False
Region_27,2004,League_1,43,57,True
Region_27,2004,League_2,4,88,True
Region_27,2004,League_3,69,56,True
Region_27,2004,League_4,25,76,False
Region_27,2005,League_1,67,67,False
Region_27,2005,League_2,18,77,False
Region_27,2005,League_3,83,96,False
Region_27,2005,League_4,96,91,False
Region_27,2006,League_1,19,51,False
Region_27,2006,League_2,11,36,False
Region_27,2006,League_3,46,7,True
Region_27,2006,League_4,0,43,False
Region_27,2007,League_1,89,97,True
Region_27,2007,League_2,13,4,True
Region_27,2007,League_3,63,68,False
Region_27,2007,League_4,37,30,False
Region_27,2008,League_1,36,44,True
Region_27,2008,League_2,10,8,True
Region_27,2008,League_3,99,31,False
Region_27,2008,League_4,76,32,True
Region_27,2009,League_1,2,66,True
Region_27,2009,League_2,32,29,True
Region_27,2009,League_3,5,75,True
Region_27,2009,League_4,49,28,False
Region_28,2000,League_1,9,2,False
Region_28,2000,League_2,4,89,True
Region_28,2000,League_3,22,56,True
Region_28,2000,League_4,9,29,True
Region_28,2001,League_1,43,8,False
Region_28,2001,League_2,1,25,False
Region_28,2001,League_3,12,1,True
Region_28,2001,League_4,39,61,True
Region_28,2002,League_1,1,2,True
Region_28,2002,League_2,83,45,False
Region_28,2002,League_3,64,67,True
Region_28,2002,League_4,62,24,True
Region_28,2003,League_1,72,50,True
Region_28,2003,League_2,16,12,True
Region_28,2003,League_3,8,43,True
Region_28,2003,League_4,74,34,False
Region_28,2004,League_1,14,54,False
Region_28,2004,League_2,23,86,False
Region_28,2004,League_3,37,8,True
Region_28,2004,League_4,34,1,False
Region_28,2005,League_1,93,60,True
Region_28,2005,League_2,94,40,False
Region_28,2005,League_3,48,43,False
Region_28,2005,League_4,68,63,True
Region_28,2006,League_1,61,30,True
Region_28,2006,League_2,59,46,True
Region_28,2006,League_3,49,1,False
Region_28,2006,League_4,77,95,True
Region_28,2007,League_1,74,81,False
Region_28,2007,League_2,8,76,False
Region_28,2007,League_3,33,68,False
Region_28,2007,League_4,75,57,True
Region_28,2008,League_1,98,43,True
Region_28,2008,League_2,34,73,True
Region_28,2008,League_3,0,55,False
Region_28,2008,League_4,39,42,False
Region_28,2009,League_1,63,88,True
Region_28,2009,League_2,21,33,False
Region_28,2009,League_3,59,29,False
Region_28,2009,League_4,63,70,False
Region_29,2000,League_1,92,69,True
Region_29,2000,League_2,71,54,False
Region_29,2000,League_3,10,66,False
Region_29,2000,League_4,13,12,True
Region_29,2001,League_1,59,2,True
Region_29,2001,League_2,29,25,True
Region_29,2001,League_3,34,56,True
Region_29,2001,League_4,84,23,True
Region_29,2002,League_1,36,52,True
Region_29,2002,League_2,4,69,False
Region_29,2002,League_3,82,42,False
Region_29,2002,League_4,77,59,False
Region_29,2003,League_1,25,57,False
Region_29,2003,League_2,61,48,True
Region_29,2003,League_3,3,41,False
Region_29,2003,League_4,88,75,True
Region_29,2004,League_1,41,99,True
Region_29,2004,League_2,88,65,False
Region_29,2004,League_3,17,10,False
Region_29,2004,League_4,39,97,True
Region_29,2005,League_1,71,89,True
Region_29,2005,League_2,38,17,True
Region_29,2005,League_3,13,84,True
Region_29,2005,League_4,31,99,False
Region_29,2006,League_1,50,51,True
Region_29,2006,League_2,37,45,False
Region_29,2006,League_3,96,43,True
Region_29,2006,League_4,22,21,True
Region_29,2007,League_1,62,52,True
Region_29,2007,League_2,14,58,False
Region_29,2007,League_3,96,93,True
Region_29,2007,League_4,24,29,False
Region_29,2008,League_1,16,7,False
Region_29,2008,League_2,96,97,False
Region_29,2008,League_3,65,56,True
Region_29,2008,League_4,77,72,False
Region_29,2009,League_1,52,19,False
Region_29,2009,League_2,50,24,True
Region_29,2009,League_3,38,18,True
Region_29,2009,League_4,50,4,False
Region_30,2000,League_1,69,74,False
Region_30,2000,League_2,5,78,True
Region_30,2000,League_3,66,71,False
Region_30,2000,League_4,6,82,False
Region_30,2001,League_1,50,86,False
Region_30,2001,League_2,71,26,True
Region_30,2001,League_3,41,39,False
Region_30,2001,League_4,63,95,True
Region_30,2002,League_1,14,25,True
Region_30,2002,League_2,28,26,True
Region_30,2002,League_3,32,61,False
Region_30,2002,League_4,93,82,True
Region_30,2003,League_1,26,49,False
Region_30,2003,League_2,35,41,True
Region_30,2003,League_3,28,28,False
Region_30,2003,League_4,37,38,False
Region_30,2004,League_1,56,59,False
Region_30,2004,League_2,96,40,True
Region_30,2004,League_3,26,32,False
Region_30,2004,League_4,54,82,False
Region_30,2005,League_1,32,82,True
Region_30,2005,League_2,67,96,True
Region_30,2005,League_3,85,15,False
Region_30,2005,League_4,65,22,True
Region_30,2006,League_1,9,6,True
Region_30,2006,League_2,4,25,True
Region_30,2006,League_3,73,95,False
Region_30,2006,League_4,96,11,True
Region_30,2007,League_1,37,71,False
Region_30,2007,League_2,12,4,True
Region_30,2007,League_3,30,91,True
Region_30,2007,League_4,46,68,False
Region_30,2008,League_1,99,48,True
Region_30,2008,League_2,87,25,True
Region_30,2008,League_3,51,4,True
Region_30,2008,League_4,55,21,True
Region_30,2009,League_1,14,78,False
Region_30,2009,League_2,28,12,False
Region_30,2009,League_3,7,27,False
Region_30,2009,League_4,4,32,False
Region_31,2000,League_1,28,22,False
Region_31,2000,League_2,46,96,False
Region_31,2000,League_3,67,17,False
Region_31,2000,League_4,75,29,True
Region_31,2001,League_1,44,25,False
Region_31,2001,League_2,1,15,False
Region_31,2001,League_3,26,76,False
Region_31,2001,League_4,94,38,True
Region_31,2002,League_1,35,32,False
Region_31,2002,League_2,35,25,False
Region_31,2002,League_3,25,47,False
Region_31,2002,League_4,42,64,True
Region_31,2003,League_1,26,37,False
Region_31,2003,League_2,68,1,True
Region_31,2003,League_3,19,5,True
Region_31,2003,League_4,10,45,True
Region_31,2004,League_1,73,49,True
Region_31,2004,League_2,37,37,False
Region_31,2004,League_3,5,87,True
Region_31,2004,League_4,71,17,True
Region_31,2005,League_1,22,26,False
Region_31,2005,League_2,46,40,True
Region_31,2005,League_3,89,71,True
Region_31,2005,League_4,45,91,True
Region_31,2006,League_1,11,73,True
Region_31,2006,League_2,89,16,True
Region_31,2006,League_3,12,61,True
Region_31,2006,League_4,61,28,False
Region_31,2007,League_1,81,57,False
Region_31,2007,League_2,88,69,False
Region_31,2007,League_3,96,77,False
Region_31,2007,League_4,59,21,True
Region_31,2008,League_1,42,5,True
Region_31,2008,League_2,75,25,True
Region_31,2008,League_3,99,38,False
Region_31,2008,League_4,67,11,False
Region_31,2009,League_1,4,98,True
Region_31,2009,League_2,36,13,True
Region_31,2009,League_3,71,21,False
Region_31,2009,League_4,91,50,False
Region_32,2000,League_1,30,22,False
Region_32,2000,League_2,8,47,False
Region_32,2000,League_3,50,70,True
Region_32,2000,League_4,28,49,False
Region_32,2001,League_1,77,88,False
Region_32,2001,League_2,39,12,True
Region_32,2001,League_3,40,84,True
Region_32,2001,League_4,85,9,True
Region_32,2002,League_1,10,54,False
Region_32,2002,League_2,22,8,False
Region_32,2002,League_3,0,78,False
Region_32,2002,League_4,45,51,False
Region_32,2003,League_1,20,1,True
Region_32,2003,League_2,89,24,True
Region_32,2003,League_3,35,12,False
Region_32,2003,League_4,53,97,False
Region_32,2004,League_1,86,50,False
Region_32,2004,League_2,56,57,True
Region_32,2004,League_3,0,33,False
Region_32,2004,League_4,62,34,True
Region_32,2005,League_1,53,2,False
Region_32,2005,League_2,54,58,True
Region_32,2005,League_3,39,69,True
Region_32,2005,League_4,14,47,False
Region_32,2006,League_1,20,63,True
Region_32,2006,League_2,46,18,True
Region_32,2006,League_3,72,66,False
Region_32,2006,League_4,52,81,True
Region_32,2007,League_1,8,72,False
Region_32,2007,League_2,73,75,True
Region_32,2007,League_3,51,4,True
Region_32,2007,League_4,56,66,True
Region_32,2008,League_1,25,10,True
Region_32,2008,League_2,40,93,False
Region_32,2008,League_3,34,67,False
Region_32,2008,League_4,62,68,False
Region_32,2009,League_1,24,0,True
Region_32,2009,League_2,89,90,True
Region_32,2009,League_3,74,91,False
Region_32,2009,League_4,37,62,False
Region_33,2000,League_1,1,28,False
Region_33,2000,League_2,6,81,False
Region_33,2000,League_3,81,11,True
Region_33,2000,League_4,90,76,False
